"Страница входа, ур. 1","Страница входа, ур. 2","Страница входа, ур. 3","Страница входа, ур. 4","Страница входа","Источник трафика (детально)","Поисковая фраза","Визиты","Посетители","Отказы","Глубина просмотра","Время на сайте","Достижения избранных целей","Доход по избранным целям, RUB","Конверсия посетителей по избранным целям"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","Не определено","https://tempus.ru/catalog/watches/","Яндекс","каталог часы наручные","40","40","0.5","1.05","00:00:10","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","Не определено","https://tempus.ru/catalog/watches/","Яндекс","купить часы наручные","40","40","0.45","1.625","00:00:54","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/Citizen/","https://tempus.ru/catalog/watches/Citizen/eco_drive/citizen_bm8553_16a/?ybaip=1","Яндекс: Директ","Не определено","40","26","0.3","2.525","00:01:56","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1375d_7a2/","Не определено","Не определено","40","22","0.675","1.45","00:01:57","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b190d_1b/","Не определено","Не определено","40","17","0.225","2.35","00:03:40","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vt01b_1b/","Google","Не определено","40","19","0.125","1.575","00:03:33","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prj_b001b_5e/","Google","Не определено","40","23","0.4","2.225","00:03:30","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_35ld_5e/","Не определено","Не определено","40","15","0.15","2.925","00:02:32","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_vintage/?etext=&ybaip=1","Яндекс: Директ","Не определено","40","39","0.175","4.425","00:03:35","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_700wem_7a/","Google","Не определено","40","31","0.15","4.65","00:05:46","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/edifice/?PAGEN_8=43&ybaip=1","Яндекс: Директ","Не определено","40","16","0.0","6.325","00:05:52","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/edifice/casio_efr_526d_3a/","Google","Не определено","40","20","0.2","2.6","00:04:43","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/edifice/casio_efr_s108de_3a/","Не определено","Не определено","40","14","0.3","3.7","00:04:06","2","23999.0","0.14285714285714285"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/","Яндекс","касио джи шок часы мужские купить","40","14","0.0","5.875","00:04:28","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2300_7a/","Google","Не определено","40","12","0.1","4.75","00:02:51","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gbd_h2000_1b/","Google","Не определено","40","37","0.175","2.675","00:04:16","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gg_b100_1a/","Яндекс: Директ","Не определено","40","13","0.15","1.325","00:02:03","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/hamilton/","https://tempus.ru/catalog/watches/hamilton/khaki_field/hamilton_h69439931/","Яндекс: Директ","Не определено","40","10","0.475","2.125","00:02:21","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/hamilton/","https://tempus.ru/catalog/watches/hamilton/khaki_field/hamilton_h70665533/?ybaip=1","Яндекс: Директ","Не определено","40","11","0.475","1.225","00:03:08","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/luch/","https://tempus.ru/catalog/watches/luch/","Яндекс","наручные часы луч","40","40","0.375","1.8","00:00:28","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/seiko/","https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_srpe57k1/?ybaip=1","Яндекс: Директ","Не определено","40","21","0.025","1.95","00:01:36","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/seiko/","https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpd61k1/","Google","Не определено","40","22","0.225","2.2","00:03:01","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/seiko/","https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_ssk003k1/","Google","Не определено","40","21","0.125","2.4","00:02:12","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/timex/","https://tempus.ru/catalog/watches/timex/f/timex/avtomaticheskie/","mail.ru","Не определено","40","40","0.0","2.825","00:02:20","0","0.0","0.0"
"https://tempus.ru/","Не определено","Не определено","Не определено","https://tempus.ru/","android-app","Не определено","39","22","0.07692307692307693","7.17948717948718","00:03:50","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/Citizen/","https://tempus.ru/catalog/watches/Citizen/quartz/citizen_an3690_56a/?ybaip=1","Яндекс: Директ","Не определено","39","34","0.28205128205128205","1.7179487179487178","00:01:25","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/","Яндекс","ручные часы casio","39","39","0.23076923076923075","1.4871794871794872","00:00:24","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007d_1e/","Google","Не определено","39","37","0.3076923076923077","3.2564102564102564","00:02:50","1","2594.0","0.027027027027027025"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1374d_1a/","Не определено","Не определено","39","25","0.28205128205128205","5.3076923076923075","00:06:31","3","14598.0","0.12"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/edifice/casio_efr_571d_1a/","Google","Не определено","39","30","0.2564102564102564","5.256410256410256","00:07:14","1","12415.0","0.03333333333333333"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/","Яндекс","часы g shock мужские","39","39","0.358974358974359","2.3076923076923075","00:01:39","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_b2100_1a1/?ybaip=1","Яндекс: Директ","Не определено","39","25","0.358974358974359","2.2051282051282053","00:01:22","1","12180.0","0.04"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gba_950_1a/","Google","Не определено","39","29","0.20512820512820512","2.3846153846153846","00:01:50","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gbd_200_1e/","Яндекс: Директ","Не определено","39","21","0.358974358974359","2.923076923076923","00:02:54","1","15145.0","0.047619047619047616"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_2100_1a/","Яндекс: Директ","Не определено","39","15","0.2564102564102564","4.102564102564102","00:08:55","4","72269.0","0.13333333333333333"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_2110d_7a/","Не определено","Не определено","39","33","0.3076923076923077","1.7435897435897436","00:01:18","2","46990.0","0.06060606060606061"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_b2100sd_1a/","Google","Не определено","39","31","0.3076923076923077","3.051282051282051","00:03:40","1","37947.0","0.03225806451612903"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_b500d_1a1/","Не определено","Не определено","39","18","0.33333333333333326","2.8461538461538463","00:03:58","1","21691.0","0.05555555555555555"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gwg_b1000_1a4/?ybaip=1","Яндекс: Директ","Не определено","39","26","0.1282051282051282","2.769230769230769","00:03:02","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/hamilton/","https://tempus.ru/catalog/watches/hamilton/","Яндекс","Не определено","39","38","0.358974358974359","2.128205128205128","00:01:00","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/orient/","https://tempus.ru/catalog/watches/orient/automatic/orient_faa02002d/?ybaip=1","Яндекс: Директ","Не определено","39","33","0.15384615384615385","2.1025641025641026","00:01:53","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/orient/","https://tempus.ru/catalog/watches/orient/orient_star/?etext=&ybaip=1","Яндекс: Директ","Не определено","39","37","0.23076923076923075","3.6666666666666665","00:03:33","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/tissot/","https://tempus.ru/catalog/watches/tissot/","Яндекс","часы tissot мужские","39","38","0.23076923076923075","1.641025641025641","00:00:48","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/tissot/","https://tempus.ru/catalog/watches/tissot/tissot_prx/tissot_t137_410_11_041_00/","Не определено","Не определено","39","36","0.48717948717948717","1.8717948717948718","00:01:47","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/vostok/","https://tempus.ru/catalog/watches/vostok/amfibiya/_100652/?ybaip=1","Яндекс: Директ","Не определено","39","32","0.20512820512820512","1.4871794871794872","00:01:07","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/vostok/","https://tempus.ru/catalog/watches/vostok/komandirskie/_420269/","Яндекс: Директ","Не определено","39","35","0.358974358974359","1.5384615384615385","00:01:23","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/vostok/","https://tempus.ru/catalog/watches/vostok/retro_k_43/muzhskie/?ybaip=1","Яндекс: Директ","Не определено","39","25","0.1794871794871795","1.8205128205128205","00:00:47","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/sale/","Не определено","Не определено","https://tempus.ru/sale/","Яндекс: Директ","Не определено","39","32","0.07692307692307693","8.153846153846153","00:11:14","2","12130.0","0.0625"
"https://tempus.ru/","Не определено","Не определено","Не определено","https://tempus.ru/","Яндекс.Директ: Не определено","Не определено","38","33","0.3157894736842105","4.2631578947368425","00:03:27","1","19884.0","0.030303030303030304"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/hit/","Не определено","https://tempus.ru/catalog/hit/","Google","Не определено","38","25","0.02631578947368421","8.0","00:09:56","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007d_4e/","Google","Не определено","38","29","0.21052631578947367","2.710526315789474","00:02:36","1","3490.0","0.034482758620689655"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1302d_1a1/","Не определено","Не определено","38","22","0.5263157894736842","1.894736842105263","00:02:37","2","8961.0","0.09090909090909091"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1384d_1a/","Не определено","Не определено","38","16","0.47368421052631576","2.1315789473684212","00:00:55","1","5278.0","0.0625"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1384d_1a/","Google","Не определено","38","21","0.23684210526315788","5.657894736842105","00:10:03","6","53985.0","0.23809523809523805"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b185d_7a/","Не определено","Не определено","38","19","0.4473684210526316","2.4473684210526314","00:02:39","1","5395.0","0.05263157894736842"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b195d_7a/","Google","Не определено","38","24","0.2894736842105263","3.3421052631578947","00:04:55","1","6920.0","0.04166666666666666"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_m305d_1a/?ybaip=1","Яндекс: Директ","Не определено","38","22","0.02631578947368421","1.131578947368421","00:00:24","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_s10d_8a/","Google","Не определено","38","23","0.18421052631578946","2.236842105263158","00:03:22","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/edifice/casio_efk_100d_7a/?ybaip=1","Яндекс: Директ","Не определено","38","35","0.34210526315789475","2.236842105263158","00:01:17","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/edifice/casio_efr_s108d_1a/","Яндекс: Директ","Не определено","38","21","0.13157894736842105","3.6315789473684212","00:04:43","1","9759.0","0.047619047619047616"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/edifice/casio_efv_640d_1a/","Не определено","Не определено","38","26","0.47368421052631576","2.8684210526315788","00:01:36","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2000_1a9/","Не определено","Не определено","38","13","0.13157894736842105","2.710526315789474","00:03:26","1","9562.0","0.07692307692307693"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gg_1000_1a5/","Google","Не определено","38","29","0.21052631578947367","3.526315789473684","00:05:43","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gmc_b2100d_1a/","Google","Не определено","38","22","0.18421052631578946","1.7105263157894737","00:02:58","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gmw_b5000d_1e/","Яндекс: Директ","Не определено","38","33","0.34210526315789475","2.8157894736842106","00:02:13","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_b1000d_1a/","Google","Не определено","38","27","0.39473684210526316","1.5","00:00:24","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_s110d_1a/?ybaip=1","Яндекс: Директ","Не определено","38","27","0.2894736842105263","1.236842105263158","00:00:30","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_mtg_b1000b_1a/","Google","Не определено","38","20","0.15789473684210525","5.078947368421052","00:07:08","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/filter/","https://tempus.ru/catalog/watches/filter/brand-is-casio/face-is-cifrovoj/apply/","Дзен","Не определено","38","38","0.05263157894736842","2.210526315789474","00:02:08","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/mekhanicheskie/","https://tempus.ru/catalog/watches/mekhanicheskie/","Яндекс","часы мужские наручные механические купить","38","38","0.23684210526315788","1.5526315789473684","00:00:26","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/seiko/","https://tempus.ru/catalog/watches/seiko/divers/seiko_skx007k2/","Не определено","Не определено","38","25","0.4473684210526316","2.289473684210526","00:04:49","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/seiko/","https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpj81k1/?ybaip=1","Яндекс: Директ","Не определено","38","29","0.34210526315789475","1.8157894736842106","00:01:17","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/tissot/","https://tempus.ru/catalog/watches/tissot/prc_200/tissot_t114_417_11_057_00/","Google","Не определено","38","32","0.21052631578947367","1.7894736842105263","00:02:21","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/vostok/","https://tempus.ru/catalog/watches/vostok/komandirskie/_211783/","Яндекс: Директ","Не определено","38","25","0.02631578947368421","1.894736842105263","00:00:56","1","7740.0","0.04"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/vostok/","https://tempus.ru/catalog/watches/vostok/komandirskie/_420892/?ybaip=1","Яндекс: Директ","Не определено","38","36","0.42105263157894735","1.6578947368421053","00:00:45","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/","Яндекс","японские наручные часы casio","37","37","0.2972972972972973","1.6756756756756757","00:00:34","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_crw_001_1/","Не определено","Не определено","37","25","0.4324324324324324","1.6756756756756757","00:00:47","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_lf_30w_1a/","Google","Не определено","37","17","0.24324324324324326","2.6486486486486487","00:02:56","1","3090.0","0.0588235294117647"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1302ds_4a/","Google","Не определено","37","21","0.2702702702702703","1.4864864864864864","00:01:31","1","4898.0","0.047619047619047616"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007l_7b1/","Google","Не определено","37","36","0.16216216216216217","4.162162162162162","00:03:25","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1375d_1a/","Не определено","Не определено","37","30","0.5945945945945946","2.27027027027027","00:02:30","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prg_340_1e/","Google","Не определено","37","16","0.2972972972972973","2.5405405405405403","00:04:19","1","21639.0","0.0625"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prg_340t_7e/","Яндекс: Директ","Не определено","37","11","0.05405405405405405","3.945945945945946","00:06:13","1","23075.0","0.09090909090909091"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_61ld_3e/","Google","Не определено","37","31","0.1891891891891892","2.7567567567567566","00:02:46","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_168wa_1_/","Не определено","Не определено","37","26","0.3783783783783784","1.7567567567567568","00:02:23","1","2930.0","0.038461538461538464"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/casio_vintage/casio_la-670wea-7e/","Google","Не определено","37","32","0.32432432432432434","2.5405405405405403","00:04:21","1","3373.0","0.03125"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/edifice/casio_ef_539d_1a/","Google","Не определено","37","28","0.1081081081081081","2.810810810810811","00:06:01","1","840.0","0.03571428571428571"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/edifice/casio_efr_526l_1a/?ybaip=1","Яндекс: Директ","Не определено","37","29","0.1081081081081081","2.081081081081081","00:02:18","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/","Яндекс","g-shock","37","36","0.13513513513513514","2.135135135135135","00:01:01","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_g_5600ue_1e/","Не определено","Не определено","37","19","0.32432432432432434","2.3513513513513513","00:04:04","1","7885.0","0.05263157894736842"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_5600u_1e/","Google","Не определено","37","30","0.1891891891891892","4.108108108108108","00:05:03","1","13080.0","0.03333333333333333"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_b2100bd_1a/?etext=&ybaip=1","Яндекс.Директ: Не определено","Не определено","37","29","0.2972972972972973","1.5135135135135136","00:02:21","0","0.0","0.0"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_b100_1a/","Не определено","Не определено","37","30","0.40540540540540543","3.3513513513513513","00:07:01","1","28516.0","0.03333333333333333"
"https://tempus.ru/","https://tempus.ru/catalog/","https://tempus.ru/catalog/watches/","https://tempus.ru/catalog/watches/casio/","https://tempus.ru/catalog/watches/casio/g_shock/casio_mtg_b1000_1a/?ybaip=1","Яндекс: Директ","Не определено","37","31","0.40540540540540543","2.108108108108108","00:01:18","0","0.0","0.0"
